rnum,docid,hot,thank,gift,contr,views,yviews,article,patient1,ypatient,period,treat,once
4013,http://songyijun.haodf.com/,4.5,74,394,81675,9904554,6017,27,7102,0,6,1,0
4014,http://yaolipingl.haodf.com/,5,383,1545,112960,4216363,4694,9,8148,3,6,1,0
4015,http://chenzhongdr.haodf.com/,4.8,80,892,33600,959065,919,8,2151,2,6,1,0
4016,http://huangjianlin.haodf.com/,4.8,282,1593,177880,7473358,5231,214,6704,4,6,1,0
4017,http://shenlingxun.haodf.com/,4.8,262,1628,65480,3861024,4147,11,5988,2,6,1,0
4018,http://linjiangtao.haodf.com/,4.7,97,79,18970,2737313,2124,117,3199,0,6,1,0
4019,http://zhoufude.haodf.com/,4.9,417,1716,186510,26038282,16317,38,14994,8,6,1,0
4020,http://zhouyandr.haodf.com/,4.7,125,857,66735,2459164,3398,44,5449,1,6,1,0
4021,http://lihuaiping.haodf.com/,4.8,264,1518,269250,11369337,4623,12,13920,2,6,1,0
4022,http://lishijundr.haodf.com/,4.7,152,835,115766,6642536,5478,5,6049,0,6,1,0
4023,http://jishuming.haodf.com/,4.7,119,641,84983,6089568,5449,13,6516,0,6,1,0
4024,http://don2003000.haodf.com/,5,228,1368,222076,16908473,13758,26,13584,1,6,1,0
4025,http://sunbingzhong.haodf.com/,4.6,211,744,70710,4943298,4346,3,3935,0,6,1,0
4026,http://wenliping.haodf.com/,5,292,703,116373,8305672,4838,49,8020,1,6,1,0
4027,http://wangzixipumch.haodf.com/,4.7,91,168,25300,1972455,1745,5,4463,3,6,1,0
4028,http://xuweihuashan.haodf.com/,5,820,1057,124565,6086215,8606,9,13339,2,6,1,0
4029,http://wisdomqin.haodf.com/,4.9,481,1871,241197,15753592,14743,24,17760,2,6,1,0
4030,http://jiehu68.haodf.com/,4.8,710,1174,92035,8002017,6542,31,10708,4,6,1,0
4031,http://xubinhuashan.haodf.com/,4.7,334,1376,212685,10405581,7514,48,10986,0,6,1,0
4032,http://guohongchuan.haodf.com/,4.6,380,259,71321,4830302,4041,24,6743,0,6,1,0
4033,http://dianyuanli.haodf.com/,4.8,575,2389,239500,8630621,7804,54,13520,1,6,1,0
4034,http://xiubinyang.haodf.com/,5,361,1850,189324,8853482,6834,86,11280,6,6,1,0
4035,http://liuyanguo.haodf.com/,4.6,194,367,41862,3188028,2686,31,3441,0,6,1,0
4036,http://HuangJinfengDoct.haodf.com/,4.5,218,151,78865,3972204,3558,117,3986,0,6,1,0
4037,http://wuxiaoli.haodf.com/,4.6,211,653,106558,17287041,11270,31,12598,1,6,1,0
4038,http://zhixiangcheng.haodf.com/,4.7,320,2018,398100,16401329,12348,1,19096,0,6,1,0
4039,http://wuyijun.haodf.com/,4.9,143,1158,53714,3616639,3307,33,6063,0,6,1,0
4040,http://yexiongjun.haodf.com/,4.7,389,1476,106350,4538014,4312,64,6291,1,6,1,0
4041,http://yaokai2000.haodf.com/,4.7,282,1669,63645,3460578,3786,174,3340,1,6,1,0
4042,http://surgeongaojie.haodf.com/,5,461,1741,144370,5851575,5872,28,8884,6,6,1,0
4043,http://wangdong.haodf.com/,4.9,262,1799,125534,8395047,9591,63,10675,5,6,1,0
4044,http://yuxianjun88.haodf.com/,4.7,299,519,83470,3981468,5005,131,7064,0,6,1,0
4045,http://zheng021.haodf.com/,4.7,217,508,69420,3571861,4517,11,6501,0,6,1,0
4046,http://QiuWeihua.haodf.com/,4.9,537,1730,143480,7592330,8975,27,11275,2,6,1,0
4047,http://feijian.haodf.com/,5,450,3669,241560,11305333,17246,63,12915,18,6,1,0
4048,http://wangqing650323.haodf.com/,5,859,4876,380130,32034947,31754,80,29624,0,6,1,0
4049,http://wanglingwelcome.haodf.com/,4.9,203,890,209653,11729898,4105,68,8891,0,6,1,0
4050,http://drcheying.haodf.com/,5,191,1388,333849,24313070,25336,17,20651,8,6,1,0
4051,http://yeshengchina.haodf.com/,4.7,292,1357,127605,5834507,8375,3,7442,1,6,1,0
4052,http://liuhaiyandr.haodf.com/,4.4,104,1558,128167,7587427,8718,129,5914,3,6,1,0
4053,http://doctorpan.haodf.com/,4.8,272,3486,379876,100438143,27151,96,15523,0,6,1,0
4054,http://gusong.haodf.com/,5,297,2089,190548,9412054,11997,3001,14623,16,6,1,0
4055,http://xiangbin428.haodf.com/,5,1032,1309,228053,7980176,6937,29,17087,2,6,1,0
4056,http://yuelou.haodf.com/,4.7,211,1343,259680,14111710,11326,43,15898,0,6,1,0
4057,http://fangyousheng.haodf.com/,5,440,2503,380863,17368313,15044,34,20824,6,6,1,0
4058,http://fanfengchuan.haodf.com/,4.9,78,654,96825,2854317,3672,129,6342,2,6,1,0
4059,http://wangfeng0115.haodf.com/,5,527,956,168220,3457143,4633,3,11233,6,6,1,0
4060,http://liwxx.haodf.com/,4.3,69,542,103616,5608987,4529,5,6754,0,6,1,0
4061,http://sunzhengdr.haodf.com/,5,264,1278,189616,10204045,11180,9,13960,2,6,1,0
4062,http://wuqinghaodfcom.haodf.com/,4.8,155,1614,204285,2370587,4111,47,5429,3,6,1,0
4063,http://yaoyuan.haodf.com/,5,328,1945,174172,8350144,10323,23,9024,1,6,1,0
4064,http://guangyanyang.haodf.com/,4.6,254,926,222904,11301930,13037,27,18963,0,6,1,0
4065,http://shixinlanda.haodf.com/,4.9,334,3726,376220,6536043,6457,100,13707,0,6,1,0
4066,http://doctorchenliang.haodf.com/,4.9,151,642,142650,5754939,7069,106,12266,8,6,1,0
4067,http://danghua.haodf.com/,5,288,3082,260230,16226516,18724,346,21779,22,6,1,0
4068,http://liyongyisheng.haodf.com/,4.8,204,1583,95530,3087688,5659,42,8558,26,6,1,0
4069,http://jiangzidong.haodf.com/,4.5,520,490,68477,11724723,6514,40,9463,0,6,1,0
4070,http://gongjuanqin.haodf.com/,5,560,3649,581375,14186022,16388,18,39297,4,6,1,0
4071,http://doctoryxc.haodf.com/,4.7,330,1172,330255,17281413,16858,157,18099,2,6,1,0
4072,http://drxiaoqian.haodf.com/,4.7,305,1834,191641,11830887,18959,24,16961,1,6,1,0
4073,http://zhimiaolin.haodf.com/,4.6,230,1498,204710,5307786,8580,63,7447,2,6,1,0
4074,http://laolimin.haodf.com/,4.5,144,761,122584,4327850,5276,36,8165,6,6,1,0
4075,http://ditanwuyan.haodf.com/,4.3,222,413,61162,52373228,15593,563,5945,1,6,1,0
4076,http://serein.haodf.com/,5,244,664,175475,16309026,0,32,15605,3,6,1,0
4077,http://minghemd.haodf.com/,4.8,130,844,163531,10865644,0,94,8708,0,6,1,0
4078,http://yanjunxin.haodf.com/,4.2,114,335,231248,42827988,24624,128,26599,0,6,1,0
4079,http://zjgzch.haodf.com/,4.8,177,970,195800,12152798,5949,59,11929,0,6,1,0
4080,http://DrMengZhaoWei.haodf.com/,5,176,1830,113525,4878777,4987,86,7054,5,6,1,0
4081,http://xueweicheng.haodf.com/,5,104,510,69485,3820902,3260,15,3816,1,6,1,0
4082,http://fwliuhaibo.haodf.com/,5,1054,3119,327855,12342139,47902,9,21533,0,7,1,0
4083,http://cxqxhp.haodf.com/,4.8,97,713,125392,4358224,7853,15,8514,1,7,1,0
4084,http://songyijun.haodf.com/,4.6,77,411,83385,10299302,8668,27,7199,0,7,1,0
4085,http://yaolipingl.haodf.com/,5,394,1575,116750,4413930,8042,9,8288,5,7,1,0
4086,http://chenzhongdr.haodf.com/,4.7,83,897,34935,991801,1099,10,2184,2,7,1,0
4087,http://huangjianlin.haodf.com/,4.8,290,1620,181715,7750321,9372,214,6777,1,7,1,0
4088,http://shenlingxun.haodf.com/,4.8,269,1646,66450,4045103,6171,11,6032,1,7,1,0
4089,http://linjiangtao.haodf.com/,4.8,98,80,19340,2821835,4279,117,3248,0,7,1,0
4090,http://zhoufude.haodf.com/,4.9,427,1757,190440,26861338,35143,39,15240,4,7,1,0
4091,http://zhouyandr.haodf.com/,4.7,129,861,68260,2590899,4111,44,5574,1,7,1,0
4092,http://lihuaiping.haodf.com/,4.8,272,1531,273710,11651389,6723,12,14026,4,7,1,0
4093,http://lishijundr.haodf.com/,4.7,156,849,118356,6877837,11992,5,6124,3,7,1,0
4094,http://jishuming.haodf.com/,4.7,121,658,86843,6283555,9103,14,6583,1,7,1,0
4095,http://don2003000.haodf.com/,5,237,1388,226146,17763419,25544,27,13761,1,7,1,0
4096,http://sunbingzhong.haodf.com/,4.6,216,757,71840,5076299,4977,3,3945,0,7,1,0
4097,http://wenliping.haodf.com/,5,293,717,117478,8555222,12396,49,8076,2,7,1,0
4098,http://wangzixipumch.haodf.com/,4.7,92,169,25900,2039926,4638,5,4520,0,7,1,0
4099,http://xuweihuashan.haodf.com/,5,848,1084,129005,6310495,7384,9,13518,1,7,1,0
4100,http://wisdomqin.haodf.com/,4.9,486,1907,244352,16289362,22853,24,17964,1,7,1,0
4101,http://jiehu68.haodf.com/,4.8,723,1199,94010,8274922,10270,31,10812,1,7,1,0
4102,http://xubinhuashan.haodf.com/,4.7,337,1391,214605,10671273,11142,48,11091,0,7,1,0
4103,http://guohongchuan.haodf.com/,4.6,391,263,72151,4967685,9874,24,6797,0,7,1,0
4104,http://dianyuanli.haodf.com/,4.8,583,2427,247590,9058547,19973,55,13714,0,7,1,0
4105,http://xiubinyang.haodf.com/,5,368,1879,193759,9525419,65230,86,11432,0,7,1,0
4106,http://liuyanguo.haodf.com/,4.6,201,379,42917,3287703,3950,31,3506,0,7,1,0
4107,http://HuangJinfengDoct.haodf.com/,4.5,227,151,80480,4103452,5171,117,4060,0,7,1,0
4108,http://wuxiaoli.haodf.com/,4.6,222,665,108708,17609786,8083,32,12777,0,7,1,0
4109,http://zhixiangcheng.haodf.com/,4.7,328,2067,408400,16779207,12700,1,19375,0,7,1,0
4110,http://wuyijun.haodf.com/,4.7,146,1166,54994,3730759,3106,33,6134,0,7,1,0
4111,http://yexiongjun.haodf.com/,4.7,397,1517,110005,4682191,4020,64,6397,1,7,1,0
4112,http://yaokai2000.haodf.com/,4.7,288,1713,65840,3593018,3531,174,3432,0,7,1,0
4113,http://surgeongaojie.haodf.com/,5,503,1841,150985,6044516,6686,28,9088,8,7,1,0
4114,http://wangdong.haodf.com/,4.9,271,1849,128784,8707868,9197,63,10877,1,7,1,0
4115,http://yuxianjun88.haodf.com/,4.7,317,538,85640,4119778,3947,133,7255,4,7,1,0
4116,http://zheng021.haodf.com/,4.7,224,525,72375,3702320,4666,11,6674,4,7,1,0
4117,http://QiuWeihua.haodf.com/,4.9,545,1756,146915,7862141,9791,28,11450,3,7,1,0
4118,http://feijian.haodf.com/,5,466,3757,250510,12167039,16465,64,13171,4,7,1,0
4119,http://wangqing650323.haodf.com/,5,864,4960,390325,32828600,29399,80,29985,1,7,1,0
4120,http://wanglingwelcome.haodf.com/,4.9,205,903,220868,11876564,5597,68,9052,1,7,1,0
4121,http://drcheying.haodf.com/,5,194,1413,340604,25008265,22094,17,20900,0,7,1,0
4122,http://yeshengchina.haodf.com/,4.8,309,1405,137800,6148587,10305,3,7704,6,7,1,0
4123,http://liuhaiyandr.haodf.com/,4.4,104,1585,136692,7900212,11740,129,6028,2,7,1,0
4124,http://doctorpan.haodf.com/,4.9,278,3522,382656,101822284,73767,96,15609,0,7,1,0
4125,http://gusong.haodf.com/,5,305,2125,196023,9803590,24832,3086,14967,12,7,1,0
4126,http://xiangbin428.haodf.com/,5,1061,1332,233033,8320320,13662,29,17354,1,7,1,0
4127,http://yuelou.haodf.com/,4.7,217,1358,261925,14420469,9455,43,15997,1,7,1,0
4128,http://fangyousheng.haodf.com/,5,444,2533,386213,18019125,17221,34,20942,4,7,1,0
4129,http://fanfengchuan.haodf.com/,4.9,81,673,100645,2978000,4291,129,6445,1,7,1,0
4130,http://wangfeng0115.haodf.com/,5,537,965,173600,3605134,5580,3,11506,12,7,1,0
4131,http://liwxx.haodf.com/,4.3,69,547,105116,5772797,5814,5,6798,0,7,1,0
4132,http://sunzhengdr.haodf.com/,5,271,1308,194506,10551120,12137,9,14092,3,7,1,0
4133,http://wuqinghaodfcom.haodf.com/,4.8,155,1651,210285,2506183,4412,47,5543,1,7,1,0
4134,http://yaoyuan.haodf.com/,5,335,2000,188907,8702635,18907,26,9183,0,7,1,0
4135,http://guangyanyang.haodf.com/,4.6,258,935,226699,11688242,10391,27,19223,3,7,1,0
4136,http://shixinlanda.haodf.com/,4.9,350,3828,393340,6789591,6864,102,13954,14,7,1,0
4137,http://doctorchenliang.haodf.com/,4.9,159,668,154430,5972750,12126,106,12617,14,7,1,0
4138,http://danghua.haodf.com/,5,303,3117,266995,16763772,18750,351,22255,21,7,1,0
4139,http://liyongyisheng.haodf.com/,4.8,212,1607,99835,3287805,7763,42,8774,5,7,1,0
4140,http://jiangzidong.haodf.com/,4.5,529,508,72472,11962613,6160,40,9602,0,7,1,0
4141,http://gongjuanqin.haodf.com/,5,566,3677,599620,14771616,20840,18,39856,8,7,1,0
4142,http://doctoryxc.haodf.com/,4.7,336,1192,338925,17811268,18931,163,18310,2,7,1,0
4143,http://drxiaoqian.haodf.com/,4.7,305,1848,193746,12377097,18113,24,16991,0,7,1,0
4144,http://zhimiaolin.haodf.com/,4.6,231,1533,214590,5572038,11317,63,7595,1,7,1,0
4145,http://laolimin.haodf.com/,4.5,147,770,127294,4505894,5705,36,8306,5,7,1,0
4146,http://ditanwuyan.haodf.com/,4.4,226,430,63252,52857595,13735,563,6013,0,7,1,0
4147,http://serein.haodf.com/,5,254,685,177660,16674676,12520,32,15803,3,7,1,0
4148,http://minghemd.haodf.com/,4.7,131,870,165446,11218132,24178,94,8735,1,7,1,0
4149,http://yanjunxin.haodf.com/,4.2,116,340,232158,43669492,20025,129,26662,0,7,1,0
4150,http://zjgzch.haodf.com/,4.8,178,975,197040,12383974,8797,59,11975,0,7,1,0
4151,http://DrMengZhaoWei.haodf.com/,5,184,1859,116180,5117340,11349,86,7230,2,7,1,0
4152,http://xueweicheng.haodf.com/,5,105,521,71380,3940521,7131,15,3888,2,7,1,0
1,http://xijingliyan.haodf.com/,4.5,180,652,31691,2873187,8991,18,4183,19,1,1,1
2,http://lijiayi76.haodf.com/,4.5,120,609,30590,718151,1533,5,2354,7,1,1,1
3,http://machangsheng.haodf.com/,4.4,252,1123,105995,12164194,4634,93,7711,1,1,1,1
4,http://zhaoliangdr.haodf.com/,4.4,112,410,50106,930223,2673,12,2651,1,1,1,1
5,http://doctorwq.haodf.com/,4.3,55,299,22340,949381,1621,16,1840,0,1,1,1
6,http://suchongyi.haodf.com/,4.2,57,273,39455,1525255,7699,45,3834,3,1,1,1
7,http://liuxuelingdr.haodf.com/,4.2,84,192,34095,578683,1232,3,3615,1,1,1,1
8,http://yxzhouhongmei.haodf.com/,3.9,12,86,19825,179956,762,12,1205,1,1,1,1
9,http://yupengweidr.haodf.com/,3.7,5,19,5670,167057,418,24,987,0,1,1,1
10,http://wygsh.haodf.com/,5,146,521,46635,721491,3384,1,3025,6,1,1,1
11,http://zhoulei6093.haodf.com/,4.9,132,792,56100,975363,2228,0,2144,1,1,1,1
12,http://zhuguoxing.haodf.com/,4.9,133,343,16280,464818,2116,10,1993,2,1,1,1
13,http://linhuayisheng.haodf.com/,4.8,105,249,26020,1906581,2974,15,3461,1,1,1,1
14,http://zjm1818.haodf.com/,4.8,63,240,32765,329827,1069,12,2360,2,1,1,1
15,http://zhaoguixiandr.haodf.com/,4.7,84,479,31790,1146882,2923,54,2930,0,1,1,1
16,http://lihuady.haodf.com/,4.8,103,170,15791,776412,1141,8,1818,8,1,1,1
17,http://dongzhao301.haodf.com/,4.6,61,111,14115,231392,859,1,720,1,1,1,1
18,http://wangmengyang1.haodf.com/,4.4,42,418,63160,1661187,6306,94,5346,1,1,1,1
19,http://mlldoctor.haodf.com/,3.9,10,30,20725,199743,979,50,1426,0,1,1,1
20,http://qinghaitao.haodf.com/,4.8,128,1255,74580,1882461,4441,214,5291,6,1,1,1
21,http://huangyuhong66.haodf.com/,4.7,109,570,79346,4071058,13394,26,5253,6,1,1,1
22,http://liuzhengxin.haodf.com/,4.6,59,420,45800,1600690,10028,35,4876,2,1,1,1
23,http://fanglin020.haodf.com/,4.5,50,779,116500,2841833,5304,10,9098,0,1,1,1
24,http://caoqian6896.haodf.com/,4.5,66,533,43438,1988594,2639,50,2163,1,1,1,1
25,http://changhaibaiyu.haodf.com/,4.4,79,401,78683,2691428,4118,25,5455,2,1,1,1
26,http://cuizhongmindr.haodf.com/,4.4,58,99,44315,138216,1596,13,1408,3,1,1,1
27,http://drsongzhiqiang.haodf.com/,4.3,54,109,13995,520772,1626,31,1603,0,1,1,1
28,http://wangyingwz.haodf.com/,4.2,34,257,68460,1335324,4979,102,6371,0,1,1,1
29,http://liujie6.haodf.com/,5,149,1049,84840,1526754,2446,1,6533,14,1,1,1
30,http://maojiangfeng.haodf.com/,4.8,112,419,13115,1784701,6630,38,2070,1,1,1,1
31,http://drxhwu.haodf.com/,4.7,90,554,79843,4629054,3869,85,5636,2,1,1,1
32,http://liwenhui.haodf.com/,4.6,127,293,27732,4484198,4335,95,3022,8,1,1,1
33,http://renweijiaoshou.haodf.com/,4.6,62,194,27755,1138220,1674,6,2978,8,1,1,1
34,http://wangcaihongdr.haodf.com/,4.5,40,1009,63760,2511935,6876,1422,4645,3,1,1,1
35,http://bairan.haodf.com/,4.5,31,307,21980,382198,743,5,1785,0,1,1,1
36,http://lujvming.haodf.com/,4.3,11,32,7445,74393,1105,0,659,0,1,1,1
37,http://zhangchuandr.haodf.com/,4.2,20,71,15520,251874,1126,8,1484,0,1,1,1
38,http://liangdongfeng.haodf.com/,5,271,713,57126,4261104,3903,25,4439,0,1,1,1
39,http://zhujian.haodf.com/,4.9,217,261,4595,453508,865,4,1021,1,1,1,1
40,http://wmjdl.haodf.com/,4.8,113,846,113275,893094,3603,24,4505,4,1,1,1
41,http://yangchunhua.haodf.com/,4.9,209,152,21445,580435,1337,1,2668,17,1,1,1
42,http://kevinling.haodf.com/,4.9,122,1807,79685,973929,1148,69,4120,5,1,1,1
43,http://zhengzhaohuidr.haodf.com/,4.8,72,249,17575,244672,935,12,2172,8,1,1,1
44,http://lilingrheumato.haodf.com/,4.7,79,1245,52875,1124104,14252,34,3087,8,1,1,1
45,http://fanglinkai.haodf.com/,4.6,49,341,32205,845264,10121,22,1562,1,1,1,1
46,http://lifen85295255.haodf.com/,4.5,76,1157,57170,1813484,6395,152,2777,3,1,1,1
47,http://wzga.haodf.com/,4.8,86,768,117500,1867222,6773,15,5373,1,1,1,1
48,http://drzjxcn.haodf.com/,5,41,915,44515,354019,982,21,1312,7,1,1,1
49,http://lungcancer.haodf.com/,4.9,91,867,109736,5548211,4882,22,5172,2,1,1,1
50,http://njcaomin.haodf.com/,4.8,49,253,18935,326685,765,1,1024,0,1,1,1
51,http://renxinling.haodf.com/,4.7,39,64,7225,171719,448,0,755,0,1,1,1
52,http://duchangjun.haodf.com/,4.6,48,147,11085,264777,396,16,1279,0,1,1,1
53,http://chenbozsyy.haodf.com/,4.5,17,251,43960,473967,1807,32,1762,1,1,1,1
54,http://huyang3144.haodf.com/,4.4,17,78,13280,200502,1498,145,644,0,1,1,1
55,http://lifengdt.haodf.com/,4.2,4,56,13445,169865,1176,5,964,0,1,1,1
56,http://chenxian900508.haodf.com/,4,12,62,41250,1046779,9490,0,3612,0,1,1,1
57,http://drtangzheng.haodf.com/,4.9,166,331,19860,1237030,1780,1,2370,4,1,1,1
58,http://wuxfei108.haodf.com/,4.8,71,676,56500,59375,2716,28,3347,9,1,1,1
59,http://tuyuanmao.haodf.com/,4.7,59,562,30200,399121,1115,33,1210,3,1,1,1
60,http://wubian227.haodf.com/,4.4,32,417,42395,610361,1736,15,2479,5,1,1,1
61,http://baidaifu2017.haodf.com/,4.9,73,225,13525,197201,1732,16,1225,3,1,1,1
62,http://liweiming937.haodf.com/,4.9,52,562,53205,730312,8667,25,1412,2,1,1,1
63,http://zlpumc2017.haodf.com/,4.9,55,61,8995,93224,690,7,848,1,1,1,1
64,http://chenmiaopumch.haodf.com/,4.8,79,338,36850,1841004,2420,19,2307,2,1,1,1
65,http://lqxyisheng.haodf.com/,4.6,46,2351,37230,1127671,2171,60,2994,1,1,1,1
66,http://maxuzhu.haodf.com/,4.4,38,225,39731,1475446,2122,19,1979,0,1,1,1
67,http://blueman1320.haodf.com/,4.4,31,312,53258,2609176,1779,64,2600,1,1,1,1
68,http://Lvmeide.haodf.com/,5,71,339,71690,3327728,9445,1,5533,1,1,1,1
69,http://clq8125195.haodf.com/,4,6,79,88035,1123596,2720,18,5831,1,1,1,1
70,http://zhengchunsu.haodf.com/,3.9,4,3,1420,164673,437,0,2550,0,1,1,1
71,http://wushuliang.haodf.com/,3.5,0,23,24020,386410,3174,15,2612,0,1,1,1
72,http://baishuangfengdf.haodf.com/,3.4,0,5,13915,164347,1327,0,1530,0,1,1,1
73,http://xiachengyu.haodf.com/,4.7,193,821,111450,1990358,4695,37,3885,3,1,1,1
74,http://jiangchuhan.haodf.com/,4.6,162,529,46905,1432102,2405,17,3578,12,1,1,1
75,http://YanlongTian.haodf.com/,4.6,99,485,30370,530857,1930,1,2074,11,1,1,1
76,http://zhanghuadoc.haodf.com/,4.5,168,382,44230,3985766,9698,911,5795,10,1,1,1
77,http://smuwangjun.haodf.com/,4.5,98,127,36835,186745,1018,78,1213,0,1,1,1
78,http://songyuedr.haodf.com/,5,172,1471,54910,862277,9747,14,2545,2,1,1,1
79,http://drhuzhiwei.haodf.com/,4.8,284,493,70449,2300497,2546,48,4467,0,1,1,1
80,http://weiyizhen.haodf.com/,4.8,156,649,34060,1020708,1927,22,2422,2,1,1,1
81,http://fuwai.haodf.com/,4.6,227,127,29645,128603,832,8,874,0,1,1,1
82,http://lancetsun.haodf.com/,4.8,87,431,40800,340244,881,9,1315,0,1,1,1
83,http://huyangdr.haodf.com/,4.7,86,427,37130,832042,1955,11,2180,1,1,1,1
84,http://zhaoxiaoganglung.haodf.com/,4.5,60,191,7705,329884,1233,16,1109,3,1,1,1
85,http://chentianxiang.haodf.com/,4.5,55,216,9275,143533,701,22,601,0,1,1,1
86,http://wkun.haodf.com/,4.3,28,235,25770,456827,3372,84,768,6,1,1,1
87,http://drsuweijie.haodf.com/,4.9,329,350,90730,6016669,9180,17,11673,10,1,1,1
88,http://pumcyuxiaobo.haodf.com/,4.9,290,463,127615,4001254,10695,116,10497,2,1,1,1
89,http://mudali.haodf.com/,4.9,346,531,99025,5532761,8320,46,5595,5,1,1,1
90,http://yxnan9988.haodf.com/,4.7,143,263,29405,1204338,3694,14,3600,11,1,1,1
91,http://liweiboshi2.haodf.com/,4.6,132,225,66875,2027246,8126,9,6430,2,1,1,1
92,http://plasticzhang.haodf.com/,4.5,174,278,87860,3915744,6129,8,8295,0,1,1,1
93,http://dongjiying.haodf.com/,4.4,57,338,85930,2175570,7248,13,6961,5,1,1,1
94,http://libo97123.haodf.com/,4.3,86,288,67660,706621,3547,193,1756,0,1,1,1
95,http://chengchenprs.haodf.com/,4.1,12,39,24435,340999,1265,8,1466,0,1,1,1
96,http://baoshiwei.haodf.com/,3.9,7,29,34265,1288048,3823,14,4480,0,1,1,1
97,http://panbodoc.haodf.com/,4.3,80,180,26720,410988,6389,2,1587,7,1,1,1
98,http://wangmh1970.haodf.com/,4.4,149,847,64940,878973,1900,12,4182,2,1,1,1
99,http://cyz200295.haodf.com/,4.3,54,429,54270,357379,1097,55,2294,4,1,1,1
100,http://zcx33.haodf.com/,4.2,58,359,45625,701175,1777,25,3908,23,1,1,1
101,http://hanzhonghua.haodf.com/,4.1,26,543,20710,117390,530,23,995,4,1,1,1
102,http://zhangcuijian.haodf.com/,4.6,175,473,28495,947604,2353,27,2255,0,1,1,1
103,http://zhuyao.haodf.com/,4.6,175,1114,39955,1722436,2851,78,2527,0,1,1,1
104,http://yehuamaodr.haodf.com/,4.6,111,534,40190,307873,836,4,1727,0,1,1,1
105,http://hehuixing.haodf.com/,4.5,72,531,55595,780969,7220,1,2490,1,1,1,1
106,http://hexueyou.haodf.com/,4.5,75,223,38660,1636846,7417,22,3226,2,1,1,1
107,http://wangjinxhxq.haodf.com/,4.4,64,338,69035,1323027,2651,56,3579,2,1,1,1
108,http://yangfanzdyfy.haodf.com/,4.3,59,100,19265,187193,778,8,1486,0,1,1,1
109,http://liulei84.haodf.com/,4.1,37,59,28850,217652,944,10,1589,0,1,1,1
110,http://zhouyfdr.haodf.com/,4.1,20,120,16830,190014,660,13,924,0,1,1,1
111,http://wangchaoliang200.haodf.com/,4,17,74,14295,287426,1141,5,1559,0,1,1,1
112,http://linwgacxy.haodf.com/,4,40,82,18690,138817,1618,1,834,0,1,1,1
113,http://zhanghuiming1982.haodf.com/,3.7,8,25,24850,987793,1967,16,2618,0,1,1,1
114,http://dryanjianjun.haodf.com/,4.6,162,236,15210,481327,1426,9,1696,1,1,1,1
115,http://kingsh.haodf.com/,4.3,46,431,43782,1581630,4506,13,2421,5,1,1,1
116,http://huxp.haodf.com/,5,92,560,37770,680704,5017,13,1798,0,1,1,1
117,http://yinjiebjmu.haodf.com/,4.9,167,854,76988,3089676,6960,79,4557,0,1,1,1
118,http://zhangping024.haodf.com/,5,420,2432,133425,2214309,4436,0,8128,3,1,1,1
119,http://aizhilongdr.haodf.com/,5,330,1902,72620,1398148,2435,0,5205,2,1,1,1
120,http://yindetao.haodf.com/,4.8,157,551,53039,1656564,2603,27,4566,5,1,1,1
121,http://kangjie007.haodf.com/,4.6,174,1139,91850,1573624,10364,30,3150,0,1,1,1
122,http://futao916.haodf.com/,4.4,106,254,22300,217080,2616,25,1195,1,1,1,1
123,http://liuhaiyuan.haodf.com/,5,271,1611,174975,8705390,10752,14,12032,5,1,1,1
124,http://drlupengrong.haodf.com/,5,318,1892,283960,15952770,10723,2,20030,6,1,1,1
125,http://fangfang1968.haodf.com/,4.8,155,957,152665,7293505,11643,17,8463,7,1,1,1
126,http://guzhengrong008.haodf.com/,4.7,102,787,171480,8296565,6281,13,11429,0,1,1,1
127,http://chenruiyingdr.haodf.com/,4.7,114,553,71440,699893,2338,0,3593,7,1,1,1
128,http://shaojundr.haodf.com/,4.7,42,375,36545,484714,1323,9,2433,3,1,1,1
129,http://xuzhendr.haodf.com/,4.6,49,184,49490,861616,3306,0,4420,6,1,1,1
130,http://xiaocaiyugang.haodf.com/,4.4,35,589,133690,1441102,3222,12,7141,3,1,1,1
131,http://sbb1982.haodf.com/,4.4,25,289,43330,192535,937,21,2219,15,1,1,1
132,http://wanlei2016.haodf.com/,4.4,28,316,44770,490768,1283,10,3349,1,1,1,1
133,http://zcmjj.haodf.com/,4.8,87,1301,130575,1270393,2970,23,6172,18,1,1,1
134,http://yinbaomin.haodf.com/,4.6,111,1064,67190,825137,2182,3,2914,4,1,1,1
135,http://rose13121355.haodf.com/,4.5,152,457,136158,4896685,7391,65,7936,9,1,1,1
136,http://liguohua2015.haodf.com/,5,168,1469,112120,2148532,4728,17,5486,9,1,1,1
137,http://dr5zhangning.haodf.com/,5,202,5558,385200,12634341,20856,156,10693,0,1,1,1
138,http://wcm6705.haodf.com/,4.4,99,990,147732,2332694,5665,19,10029,2,1,1,1
139,http://lixiaojin2009.haodf.com/,4,29,213,58220,1026884,2292,8,5549,4,1,1,1
140,http://zy665100.haodf.com/,3.6,8,74,38460,904535,2801,69,5405,0,1,1,1
141,http://zouliping21.haodf.com/,5,633,3909,199425,3102846,8351,14,8332,20,1,1,1
142,http://liuzimeidr.haodf.com/,4.5,136,519,111880,1462341,23702,7,7653,2,1,1,1
143,http://anhuipanjiahua.haodf.com/,4.5,147,951,65430,864585,2400,18,4799,16,1,1,1
144,http://yangxinwei1965.haodf.com/,4.4,177,1407,113610,3573643,6516,34,9204,7,1,1,1
