rnum,docid,hot,thank,gift,contr,views,yviews,article,patient1,ypatient,period,treat,once
3358,http://kevinling.haodf.com/,4.6,180,2177,117955,1447735,521,71,5642,2,12,1,1
3359,http://zhengzhaohuidr.haodf.com/,4.6,103,311,31560,681005,672,12,3265,1,12,1,1
3360,http://lilingrheumato.haodf.com/,4.4,108,1403,71780,2045447,1585,37,3846,1,12,1,1
3361,http://fanglinkai.haodf.com/,4.4,77,466,49635,1296720,854,18,2076,0,12,1,1
3362,http://lifen85295255.haodf.com/,4.3,100,1288,70810,3064204,1903,177,3616,0,12,1,1
3363,http://wzga.haodf.com/,4.9,151,1693,409795,2726685,1156,54,9158,4,12,1,1
3364,http://drzjxcn.haodf.com/,4.9,78,1273,87315,700456,490,26,2246,0,12,1,1
3365,http://lungcancer.haodf.com/,5,147,1233,157311,7611266,3433,32,6292,1,12,1,1
3366,http://linjiangtao.haodf.com/,4.7,103,88,20615,3155427,1100,117,3450,0,12,1,1
3367,http://njcaomin.haodf.com/,4.9,84,579,65525,777864,1031,3,2147,0,12,1,1
3368,http://renxinling.haodf.com/,4.6,53,94,11805,407660,433,0,1108,0,12,1,1
3369,http://duchangjun.haodf.com/,4.8,71,202,24920,541773,457,22,2268,0,12,1,1
3370,http://chenbozsyy.haodf.com/,4.5,33,352,82080,1113304,897,2,2612,0,12,1,1
3371,http://huyang3144.haodf.com/,4.6,66,451,82160,1615156,3399,404,2115,3,12,1,1
3372,http://lifengdt.haodf.com/,4.4,19,120,28070,639648,908,18,1871,0,12,1,1
3373,http://chenxian900508.haodf.com/,3.8,12,64,43090,1821616,1300,0,4151,0,12,1,1
3374,http://zhoufude.haodf.com/,4.9,469,1974,211530,29212689,6254,41,16459,4,12,1,1
3375,http://zhouyandr.haodf.com/,4.6,142,887,75450,3083933,1550,46,5957,0,12,1,1
3376,http://lihuaiping.haodf.com/,4.8,300,1607,289645,12384359,2064,12,14766,6,12,1,1
3377,http://drtangzheng.haodf.com/,5,295,785,78845,2830343,2138,3,5655,4,12,1,1
3378,http://wuxfei108.haodf.com/,4.6,93,758,73220,952727,1162,29,4028,2,12,1,1
3379,http://lishijundr.haodf.com/,4.6,171,922,133506,7542759,1998,5,6508,0,12,1,1
3380,http://jishuming.haodf.com/,4.6,143,701,95868,6958603,2247,20,7045,3,12,1,1
3381,http://tuyuanmao.haodf.com/,4.6,89,736,45620,914593,932,36,1805,1,12,1,1
3382,http://wubian227.haodf.com/,4.3,52,609,74585,1449712,1273,17,3399,3,12,1,1
3383,http://don2003000.haodf.com/,5,257,1500,249231,19812363,7758,27,14654,0,12,1,1
3384,http://baidaifu2017.haodf.com/,4.9,104,472,36820,748094,1049,29,1998,0,12,1,1
3385,http://liweiming937.haodf.com/,4.8,76,754,78465,1392514,1060,33,2209,1,12,1,1
3386,http://zlpumc2017.haodf.com/,5,95,159,28570,504396,1068,7,1934,0,12,1,1
3387,http://chenmiaopumch.haodf.com/,4.8,103,541,65265,2877660,2339,25,3169,1,12,1,1
3388,http://sunbingzhong.haodf.com/,4.6,228,848,81300,5657605,1989,3,4098,0,12,1,1
3389,http://lqxyisheng.haodf.com/,4.6,67,2739,57920,2833120,1934,74,3973,5,12,1,1
3390,http://maxuzhu.haodf.com/,4.9,50,335,60331,2225854,1086,20,2572,3,12,1,1
3391,http://blueman1320.haodf.com/,4.6,45,465,78338,3537410,1818,64,3412,0,12,1,1
3392,http://wenliping.haodf.com/,5,308,778,127623,9184616,2079,49,8396,0,12,1,1
3393,http://wangzixipumch.haodf.com/,4.8,100,181,31050,2304119,898,5,4962,0,12,1,1
3394,http://Lvmeide.haodf.com/,5,97,444,97770,4840292,2327,1,6835,0,12,1,1
3395,http://clq8125195.haodf.com/,3.8,6,105,95030,2412565,2280,19,6138,0,12,1,1
3396,http://zhengchunsu.haodf.com/,3.9,4,4,2480,394767,814,0,3457,0,12,1,1
3397,http://wushuliang.haodf.com/,3.9,4,45,50465,1607028,2736,23,4947,1,12,1,1
3398,http://baishuangfengdf.haodf.com/,3.6,0,9,33580,793736,1335,1,3682,0,12,1,1
3399,http://xuweihuashan.haodf.com/,5,992,1223,152580,7305820,3311,9,14520,3,12,1,1
3400,http://wisdomqin.haodf.com/,4.9,533,2076,272482,17915238,5013,24,19301,1,12,1,1
3401,http://jiehu68.haodf.com/,4.8,781,1284,106575,9113950,3397,33,11736,4,12,1,1
3402,http://xubinhuashan.haodf.com/,4.7,376,1470,225340,11556496,3566,48,11647,2,12,1,1
3403,http://xiachengyu.haodf.com/,4.8,296,1240,183860,3270707,2196,39,5188,5,12,1,1
3404,http://jiangchuhan.haodf.com/,4.8,288,529,107440,2692167,2558,18,5548,0,12,1,1
3405,http://YanlongTian.haodf.com/,4.6,134,637,45460,967631,615,1,2743,0,12,1,1
3406,http://guohongchuan.haodf.com/,4.7,471,311,76971,5519255,1959,24,7096,0,12,1,1
3407,http://zhanghuadoc.haodf.com/,4.6,271,456,55630,5553159,1927,1053,7155,1,12,1,1
3408,http://smuwangjun.haodf.com/,4.3,158,219,60235,552080,673,80,2104,1,12,1,1
3409,http://songyuedr.haodf.com/,4.9,230,1723,81260,1572026,793,15,3257,4,12,1,1
3410,http://dianyuanli.haodf.com/,5,602,2517,267450,10488252,4042,58,14159,0,12,1,1
3411,http://xiubinyang.haodf.com/,5,414,2029,212574,10869239,3699,91,12078,0,12,1,1
3412,http://drhuzhiwei.haodf.com/,4.9,351,634,98309,3174761,1113,56,5366,6,12,1,1
3413,http://weiyizhen.haodf.com/,4.8,196,758,51560,1648388,682,24,3198,1,12,1,1
3414,http://fuwai.haodf.com/,4.9,390,324,65140,511752,639,110,2012,1,12,1,1
3415,http://lancetsun.haodf.com/,4.7,141,646,78175,733445,609,9,2090,0,12,1,1
3416,http://liuyanguo.haodf.com/,4.6,230,433,47827,3673943,1417,34,3816,0,12,1,1
3417,http://huyangdr.haodf.com/,4.7,151,663,59050,1481238,888,11,2968,0,12,1,1
3418,http://HuangJinfengDoct.haodf.com/,4.5,253,151,91490,4756889,2174,118,4593,0,12,1,1
3419,http://zhaoxiaoganglung.haodf.com/,4.7,146,422,33725,878644,1435,29,2151,1,12,1,1
3420,http://chentianxiang.haodf.com/,4.3,104,407,20220,482742,646,27,1014,1,12,1,1
3421,http://wkun.haodf.com/,4.2,43,354,42555,782764,533,101,1330,1,12,1,1
3422,http://drsuweijie.haodf.com/,5,495,480,118720,8996705,3963,18,13646,0,12,1,1
3423,http://pumcyuxiaobo.haodf.com/,4.9,435,719,201165,7715458,5536,123,13933,0,12,1,1
3424,http://mudali.haodf.com/,4.9,443,695,133795,7594495,3496,49,6395,0,12,1,1
3425,http://yxnan9988.haodf.com/,4.7,217,335,41485,2541512,2251,17,5179,2,12,1,1
3426,http://liweiboshi2.haodf.com/,4.5,169,263,80975,3163072,1423,10,7534,1,12,1,1
3427,http://plasticzhang.haodf.com/,4.6,223,370,122700,5766391,2201,9,9330,0,12,1,1
3428,http://dongjiying.haodf.com/,4.5,79,381,106930,4005733,2339,13,8946,2,12,1,1
3429,http://wuxiaoli.haodf.com/,4.6,242,718,122993,19424878,4149,32,14042,0,12,1,1
3430,http://libo97123.haodf.com/,4.3,130,335,98695,1826180,1847,243,2974,0,12,1,1
3431,http://chengchenprs.haodf.com/,4.3,28,70,55530,805475,628,9,2497,1,12,1,1
3432,http://baoshiwei.haodf.com/,4.1,17,59,54575,2587407,2254,16,6501,0,12,1,1
3433,http://zhixiangcheng.haodf.com/,4.7,383,2286,470160,18648499,7120,1,21352,3,12,1,1
3434,http://wuyijun.haodf.com/,4.7,174,1214,64049,4219784,1689,33,6636,1,12,1,1
3435,http://panbodoc.haodf.com/,4.4,149,519,69250,1111986,2157,2,2806,2,12,1,1
3436,http://wangmh1970.haodf.com/,4.4,260,1130,96850,1692807,3729,17,6266,0,12,1,1
3437,http://cyz200295.haodf.com/,4.3,92,668,99220,755600,1067,55,3537,0,12,1,1
3438,http://zcx33.haodf.com/,4.4,104,642,89035,1358960,1286,26,6368,6,12,1,1
3439,http://hanzhonghua.haodf.com/,4.3,56,891,50840,388620,357,41,1671,2,12,1,1
3440,http://yexiongjun.haodf.com/,4.7,430,1656,124665,5331070,2577,78,6854,3,12,1,1
3441,http://yaokai2000.haodf.com/,4.7,349,1930,80175,4083482,2277,184,3859,2,12,1,1
3442,http://zhangcuijian.haodf.com/,4.7,284,709,46865,1703171,1223,37,3288,1,12,1,1
3443,http://zhuyao.haodf.com/,4.5,255,1503,71390,3030108,2198,88,3460,1,12,1,1
3444,http://yehuamaodr.haodf.com/,4.7,227,919,74515,677098,554,5,2718,0,12,1,1
3445,http://hehuixing.haodf.com/,4.5,108,670,86290,1235209,652,1,3172,0,12,1,1
3446,http://hexueyou.haodf.com/,4.4,86,272,56990,2567412,1685,29,4460,1,12,1,1
3447,http://wangjinxhxq.haodf.com/,4.4,107,424,101775,2125231,1153,63,4677,3,12,1,1
3448,http://yangfanzdyfy.haodf.com/,4.6,131,183,54730,575152,608,8,2785,1,12,1,1
3449,http://liulei84.haodf.com/,4.2,72,95,61815,643747,802,15,2541,1,12,1,1
3450,http://zhouyfdr.haodf.com/,4.3,56,218,38020,447147,600,15,2009,0,12,1,1
3451,http://wangchaoliang200.haodf.com/,3.9,21,127,23645,644882,439,5,2479,0,12,1,1
3452,http://linwgacxy.haodf.com/,4.4,89,200,73150,360666,336,1,1700,0,12,1,1
3453,http://zhanghuiming1982.haodf.com/,3.8,15,34,29440,1413856,469,21,2911,0,12,1,1
3454,http://surgeongaojie.haodf.com/,5,593,2096,185765,6970257,3043,28,10312,3,12,1,1
3455,http://wangdong.haodf.com/,4.8,327,2084,155909,9951074,4849,68,11987,7,12,1,1
3456,http://yuxianjun88.haodf.com/,4.6,352,589,96615,4798148,2550,140,8004,3,12,1,1
3457,http://dryanjianjun.haodf.com/,4.6,236,320,30660,1030036,891,13,2996,9,12,1,1
3458,http://zheng021.haodf.com/,4.7,252,598,87145,4343408,2849,11,7598,1,12,1,1
3459,http://kingsh.haodf.com/,4.4,91,670,73027,2369906,1267,14,3301,1,12,1,1
3460,http://huxp.haodf.com/,5,132,786,64695,1233909,709,13,2492,0,12,1,1
3461,http://yinjiebjmu.haodf.com/,4.6,230,1181,116248,4947205,3830,95,5676,10,12,1,1
3462,http://zhangping024.haodf.com/,4.9,693,3543,232140,3885705,3089,0,12089,8,12,1,1
3463,http://aizhilongdr.haodf.com/,5,515,2479,121660,2593246,1969,0,7295,4,12,1,1
3464,http://QiuWeihua.haodf.com/,4.9,591,1884,163465,9004512,4084,33,12319,7,12,1,1
3465,http://feijian.haodf.com/,5,559,4176,293575,14333024,6823,67,14709,0,12,1,1
3466,http://yindetao.haodf.com/,4.8,202,612,69384,2445578,1120,28,5957,2,12,1,1
3467,http://kangjie007.haodf.com/,4.6,249,1482,134325,2382018,1393,30,3957,1,12,1,1
3468,http://futao916.haodf.com/,4.5,162,728,82970,1103317,2406,34,3318,2,12,1,1
3469,http://wangqing650323.haodf.com/,5,925,5401,440055,36669286,17351,80,31813,0,12,1,1
3470,http://liuhaiyuan.haodf.com/,4.9,357,1938,241160,12821655,7060,14,14669,0,12,1,1
3471,http://drlupengrong.haodf.com/,5,424,2280,348515,20120044,5456,2,22523,1,12,1,1
3472,http://wanglingwelcome.haodf.com/,4.9,220,958,257858,12338431,1114,68,9559,1,12,1,1
3473,http://fangfang1968.haodf.com/,4.8,210,1114,177950,9397976,3347,17,10018,8,12,1,1
3474,http://guzhengrong008.haodf.com/,4.8,168,879,201125,10590099,3246,14,12865,8,12,1,1
3475,http://chenruiyingdr.haodf.com/,4.8,260,1206,196090,1808562,1842,3,7888,10,12,1,1
3476,http://shaojundr.haodf.com/,4.6,69,464,62180,1034670,1597,15,3834,0,12,1,1
3477,http://xuzhendr.haodf.com/,4.6,75,319,111005,2323717,2936,0,7983,0,12,1,1
3478,http://xiaocaiyugang.haodf.com/,4,37,604,140965,2365595,1305,12,7436,0,12,1,1
3479,http://sbb1982.haodf.com/,4.5,44,353,66785,582689,715,23,3668,3,12,1,1
3480,http://wanlei2016.haodf.com/,4.4,46,352,65925,1212356,1067,10,4546,5,12,1,1
3481,http://zcmjj.haodf.com/,4.7,114,1486,161475,2351898,1134,26,7221,1,12,1,1
3482,http://yinbaomin.haodf.com/,4.7,177,1353,136280,1681394,1802,13,5066,1,12,1,1
3483,http://rose13121355.haodf.com/,4.4,231,457,219958,6814881,2965,69,10755,2,12,1,1
3484,http://liguohua2015.haodf.com/,5,268,1775,173400,4375538,3739,29,6970,1,12,1,1
3485,http://drcheying.haodf.com/,5,214,1525,369334,27824648,8680,30,21760,3,12,1,1
3486,http://dr5zhangning.haodf.com/,4.8,325,7981,629575,18773054,11860,158,12847,0,12,1,1
3487,http://wcm6705.haodf.com/,4.4,141,1120,208162,4404220,2826,21,12840,0,12,1,1
3488,http://lixiaojin2009.haodf.com/,3.6,32,220,61270,2048089,1437,8,6779,0,12,1,1
3489,http://zy665100.haodf.com/,3.4,10,102,52260,2179989,2192,79,7528,0,12,1,1
3490,http://zouliping21.haodf.com/,5,802,5032,298825,5474909,3515,15,11029,3,12,1,1
3491,http://yeshengchina.haodf.com/,4.8,351,1482,166515,7132208,3224,3,8219,0,12,1,1
3492,http://liuzimeidr.haodf.com/,4.5,167,574,162170,2963433,2001,7,10895,0,12,1,1
3493,http://anhuipanjiahua.haodf.com/,4.7,240,1199,117170,1902551,1528,23,7542,1,12,1,1
3494,http://yangxinwei1965.haodf.com/,4.6,260,1756,148560,5453890,2535,37,11350,0,12,1,1
3495,http://liuhaiyandr.haodf.com/,4.5,127,1670,164547,9381699,2798,136,6677,5,12,1,1
3496,http://sgr1966.haodf.com/,4.3,363,1032,194543,5404609,2800,28,9037,4,12,1,1
3497,http://zhaobotaodr.haodf.com/,4.4,130,763,146200,1462310,1479,12,6495,1,12,1,1
3498,http://nichendr.haodf.com/,4.5,121,445,91010,1833826,1722,18,9351,2,12,1,1
3499,http://zgf751008.haodf.com/,4.3,117,299,172275,1659975,2901,165,4028,0,12,1,1
3500,http://songpingdr.haodf.com/,4.6,117,564,237430,4116427,5155,93,15608,1,12,1,1
3501,http://kyj132.haodf.com/,4.1,55,89,71090,1027483,1974,52,4399,1,12,1,1
3502,http://wangmengln.haodf.com/,4,29,83,56365,710072,909,30,2687,1,12,1,1
3503,http://dongpeijingbenre.haodf.com/,3.7,12,167,202370,1578485,1220,27,13598,0,12,1,1
3504,http://drzhouyongai.haodf.com/,3.3,4,38,19860,647596,887,3,3324,0,12,1,1
3505,http://fangdingzhu.haodf.com/,5,236,787,88669,2509163,1422,10,7611,7,12,1,1
3506,http://wanghj0722.haodf.com/,4.4,78,473,105615,3660737,2422,52,8483,0,12,1,1
3507,http://doctorpan.haodf.com/,4.9,295,3692,401611,106670240,13646,97,16382,0,12,1,1
3508,http://doczhangbin.haodf.com/,4.8,185,656,232319,14515631,6348,130,13643,0,12,1,1
3509,http://chenjianyou.haodf.com/,4.6,109,577,114180,2860708,2545,5,7311,1,12,1,1
3510,http://gusong.haodf.com/,5,352,2240,223363,11366748,7525,3335,17216,13,12,1,1
3511,http://dongxinjing023.haodf.com/,4.6,159,550,133150,989384,875,5,3943,0,12,1,1
3512,http://huangwenhuadaifu.haodf.com/,4.4,178,1200,134925,1640449,1553,50,4320,3,12,1,1
3513,http://xiangbin428.haodf.com/,5,1195,1468,269938,10420656,0,32,19143,3,12,1,1
3514,http://guojiancardiac.haodf.com/,4.6,208,1232,134960,1461041,0,6,3555,2,12,1,1
3515,http://lygcqch.haodf.com/,5,291,1265,158036,3984121,2082,35,8134,20,12,1,1
3516,http://yuelou.haodf.com/,4.8,239,1445,280940,15926057,19338,44,16847,4,12,1,1
3517,http://fangxiaoliang.haodf.com/,4.8,323,1869,119455,2439332,1589,30,6162,1,12,1,1
3518,http://xiehua.haodf.com/,4.9,365,1601,359831,18570072,5984,109,18459,1,12,1,1
3519,http://maoshengx.haodf.com/,4.8,331,1429,185373,9613364,2580,10,9887,1,12,1,1
3520,http://laoweihua.haodf.com/,5,161,1155,235247,9082779,5243,89,11038,0,12,1,1
3521,http://dongchenbin.haodf.com/,5,120,520,73631,1327599,906,26,2637,0,12,1,1
3522,http://xiegongnen.haodf.com/,4.7,72,210,93125,722777,1254,38,2720,3,12,1,1
3523,http://huangfuxiaoqiao.haodf.com/,5,352,1194,156316,8849076,2811,45,10745,0,12,1,1
3524,http://zhangxuesong301.haodf.com/,5,320,401,55460,2702705,1730,29,7750,0,12,1,1
3525,http://chaiwei301.haodf.com/,5,305,2142,55990,3386178,1766,35,4001,2,12,1,1
3526,http://liuwenxindr.haodf.com/,5,211,590,112320,755685,598,39,3264,1,12,1,1
3527,http://shenweihao.haodf.com/,4.7,96,173,73775,1154645,2353,611,2899,2,12,1,1
3528,http://wufengliang0524.haodf.com/,4.9,215,260,15760,957024,960,18,2998,2,12,1,1
3529,http://fangyousheng.haodf.com/,4.9,472,2671,411358,19875788,6585,34,21629,7,12,1,1
3530,http://zhangchenggang.haodf.com/,4.7,130,368,83165,780226,780,10,3866,0,12,1,1
3531,http://tsuijianli.haodf.com/,5,337,607,140010,1246116,1466,26,4932,1,12,1,1
3532,http://fanfengchuan.haodf.com/,4.9,97,787,128135,3536339,2001,129,6979,3,12,1,1
3533,http://harveydu.haodf.com/,5,150,1142,184815,1858207,5170,7,3257,4,12,1,1
3534,http://drluoyan.haodf.com/,4.8,259,1068,257850,21484776,7934,45,16470,2,12,1,1
3535,http://doclxm.haodf.com/,4.8,158,630,148252,3671102,834,150,11275,0,12,1,1
3536,http://xiaomanyi.haodf.com/,4.7,136,684,122287,4726284,2944,48,11219,2,12,1,1
3537,http://trgaoxu.haodf.com/,4.8,202,578,145782,7526027,2895,0,9104,3,12,1,1
3538,http://wingtz.haodf.com/,5,289,345,77365,1174198,850,7,3305,12,12,1,1
3539,http://drwangyue.haodf.com/,4.9,401,582,138667,11455396,4385,68,10993,1,12,1,1
3540,http://wqmm1972.haodf.com/,4.5,133,193,38285,2716246,1158,1,5833,2,12,1,1
3541,http://zhengke43.haodf.com/,4.4,77,403,63845,3248679,1754,27,3899,0,12,1,1
3542,http://linaiyang.haodf.com/,4.3,53,323,160885,7953039,5228,79,16432,2,12,1,1
3543,http://qingzhou112.haodf.com/,4.5,211,394,78560,1808736,1553,3,6063,9,12,1,1
3544,http://gonglan70.haodf.com/,5,228,331,69130,5886739,2616,6,7958,0,12,1,1
3545,http://Dryuanyifei.haodf.com/,5,260,2450,138025,1715096,1149,43,7467,4,12,1,1
3546,http://zhangqw2008.haodf.com/,4.7,124,256,88675,823798,945,0,3636,3,12,1,1
3547,http://czcz837.haodf.com/,4.4,51,132,55435,1136816,1673,40,4592,0,12,1,1
3548,http://fangluan.haodf.com/,3.8,8,15,34855,953968,1842,42,4003,0,12,1,1
3549,http://wangfeng0115.haodf.com/,5,620,1018,200035,4253987,2506,3,12978,22,12,1,1
3550,http://bjwdc.haodf.com/,4.9,309,1428,151265,1980919,1420,31,3126,1,12,1,1
3551,http://zhangleidoctor.haodf.com/,4.8,418,2159,309409,11758607,4974,31,14423,3,12,1,1
3552,http://shanxf.haodf.com/,4.9,342,484,76250,2323325,2006,47,4485,3,12,1,1
3553,http://zzbooo.haodf.com/,4.8,343,428,71120,4375843,1575,8,5791,0,12,1,1
3554,http://zhengxianghuai.haodf.com/,4.9,283,211,47450,670603,963,5,3613,1,12,1,1
3555,http://liwxx.haodf.com/,4.3,77,608,115961,6520475,2673,10,7096,0,12,1,1
3556,http://alimjanwushur.haodf.com/,4.6,117,100,21850,341649,499,3,2490,3,12,1,1
3557,http://liuyanpu.haodf.com/,4.3,96,688,207663,12177030,3771,14,8238,1,12,1,1
3558,http://sunzhengdr.haodf.com/,5,294,1463,230546,11959163,6312,14,14764,0,12,1,1
3559,http://mz19841984.haodf.com/,4.7,173,1188,67975,969658,872,9,2648,0,12,1,1
3560,http://zhangyaoguo.haodf.com/,5,302,453,84640,898686,1864,70,2855,0,12,1,1
3561,http://YangNong.haodf.com/,5,408,1222,132265,3588007,2392,114,8678,0,12,1,1
3562,http://wuqinghaodfcom.haodf.com/,4.7,169,1772,236885,3151335,1973,47,5959,4,12,1,1
3563,http://sjunzh07.haodf.com/,5,126,1296,104184,6017873,2894,104,7704,0,12,1,1
3564,http://wulindoc.haodf.com/,4.5,72,421,72720,793611,699,27,4252,1,12,1,1
3565,http://xiawendr.haodf.com/,4.6,84,1119,57910,586057,706,64,1648,0,12,1,1
3566,http://fdzhangzhe.haodf.com/,4.6,54,399,38745,153818,231,4,1148,1,12,1,1
3567,http://liuyi0212.haodf.com/,4.5,114,1072,142990,1575323,1723,645,1854,0,12,1,1
3568,http://chengene.haodf.com/,5,312,2105,187624,6355745,2628,6,8259,2,12,1,1
3569,http://drwangjin.haodf.com/,5,161,1566,127679,1838592,1296,32,2910,0,12,1,1
3570,http://lishudoctor.haodf.com/,4.9,110,913,85100,1943990,1080,33,2977,1,12,1,1
3571,http://dongxiaorong.haodf.com/,5,271,842,96220,1116669,884,35,3337,0,12,1,1
3572,http://zhulingjun.haodf.com/,5,139,1593,91895,3207035,1541,325,3372,3,12,1,1
3573,http://qydoc.haodf.com/,4.6,66,788,81540,1732115,823,38,2504,2,12,1,1
3574,http://wenjiezhaodr.haodf.com/,5,139,251,75745,365653,332,1,3225,2,12,1,1
3575,http://yaoyuan.haodf.com/,5,368,2249,263947,10055455,5803,27,10124,0,12,1,1
3576,http://renxzcn.haodf.com/,4.8,234,717,273953,19680184,5881,79,14026,1,12,1,1
3577,http://qfszyypfk.haodf.com/,4.8,26,115,91625,1151249,3319,65,7538,4,12,1,1
3578,http://majiajudr.haodf.com/,5,148,384,42695,1074307,1050,28,2966,3,12,1,1
3579,http://drwangyuming.haodf.com/,5,98,332,97799,5989042,2654,45,8472,0,12,1,1
3580,http://jiangpinghq.haodf.com/,4.7,95,298,81345,2733655,1817,57,5736,5,12,1,1
3581,http://yangkaidor.haodf.com/,4.5,27,144,104145,6993647,11136,57,9599,3,12,1,1
3582,http://lvxiaoai.haodf.com/,5,128,1142,106785,1626250,1591,38,3924,3,12,1,1
3583,http://guangyanyang.haodf.com/,4.6,300,998,253354,13613709,6469,27,21423,4,12,1,1
3584,http://syyk.haodf.com/,5,125,238,8204,783585,513,27,1751,1,12,1,1
3585,http://xuqingtian.haodf.com/,4.3,13,109,79443,7041113,4277,254,9900,0,12,1,1
3586,http://huangtao1019.haodf.com/,4.3,35,148,76725,10494690,2173,45,6460,0,12,1,1
3587,http://liwusheng134285.haodf.com/,4.2,6,37,30675,856913,1452,260,2630,0,12,1,1
3588,http://shixinlanda.haodf.com/,5,428,4096,452630,7841092,3940,107,15225,12,12,1,1
3589,http://doctorchenliang.haodf.com/,4.9,195,773,205155,6940738,3019,106,14348,9,12,1,1
3590,http://whxgyh.haodf.com/,4.9,238,586,116500,6740516,3876,156,9997,9,12,1,1
3591,http://artdr.haodf.com/,4.7,126,2316,179805,5326284,1425,4,5151,2,12,1,1
3592,http://huyinadr.haodf.com/,4.2,72,2071,100755,848591,251,7,5015,2,12,1,1
3593,http://qlwsynl.haodf.com/,4.6,153,3982,262730,3187767,2375,54,8742,2,12,1,1
3594,http://cailiuhong.haodf.com/,4.8,117,382,42710,759792,1351,30,2912,2,12,1,1
3595,http://shengyan.haodf.com/,4.4,211,1700,580981,45641987,6653,27,23333,12,12,1,1
3596,http://xudingfei.haodf.com/,4.5,118,2921,174330,1693574,948,19,4996,0,12,1,1
3597,http://w1f2a3e4.haodf.com/,4.2,18,112,45605,601487,1756,276,3620,0,12,1,1
3598,http://danghua.haodf.com/,5,357,3289,299770,18962734,10845,357,24470,32,12,1,1
3599,http://liyongyisheng.haodf.com/,4.7,251,1660,125465,4041108,2915,45,10327,0,12,1,1
3600,http://wangyanjun.haodf.com/,4.8,292,548,158472,8481278,2226,2,11083,11,12,1,1
3601,http://liujunent.haodf.com/,4.7,320,1429,157443,10302789,3592,170,9092,0,12,1,1
3602,http://chengxiaohua010.haodf.com/,4.5,106,317,62415,2001424,1197,28,4403,0,12,1,1
3603,http://chenjianjun.haodf.com/,4.7,147,631,78800,3863805,1398,32,4753,0,12,1,1
3604,http://jiangzidong.haodf.com/,4.5,554,557,82662,12799111,2549,42,10038,0,12,1,1
3605,http://zhangcaiyundr.haodf.com/,4.6,130,381,62230,664169,802,23,1739,0,12,1,1
3606,http://tianshenzhi.haodf.com/,4.2,52,315,91305,1095049,1967,100,3546,1,12,1,1
3607,http://entdxd.haodf.com/,4.3,141,453,191371,22614239,5681,375,14034,8,12,1,1
3608,http://xingdaweidr.haodf.com/,3.5,7,81,92635,2969997,2274,1,9346,0,12,1,1
3609,http://gongjuanqin.haodf.com/,4.9,617,3829,703895,17923139,9061,18,43205,7,12,1,1
3610,http://xiaoyueyuandr.haodf.com/,4.5,403,1066,128258,11992249,4271,60,10650,0,12,1,1
3611,http://jiahongnj.haodf.com/,4.7,360,2365,174430,3517243,3281,24,7936,2,12,1,1
3612,http://doctoryxc.haodf.com/,4.6,373,1261,379385,20220356,7821,169,19520,12,12,1,1
3613,http://drxiaoqian.haodf.com/,4.6,317,1887,208406,14802697,7973,24,17533,1,12,1,1
3614,http://zhimiaolin.haodf.com/,4.6,272,1734,282720,6979735,6992,65,8548,2,12,1,1
3615,http://qishuzhendr.haodf.com/,4.6,201,600,203725,2230246,2183,13,10686,2,12,1,1
3616,http://zhaojianhongdoct.haodf.com/,4.5,183,644,81820,921254,998,6,4055,1,12,1,1
3617,http://laolimin.haodf.com/,4.5,175,825,149629,5365044,2820,39,9014,6,12,1,1
3618,http://yingzuolin.haodf.com/,4.5,185,2612,557470,2976737,2294,10,7353,8,12,1,1
3619,http://ljl306.haodf.com/,4.3,143,958,273963,10333330,7389,261,20251,2,12,1,1
3620,http://zhaotao84543939.haodf.com/,4.5,146,509,55205,602646,564,12,2388,0,12,1,1
3621,http://ditanwuyan.haodf.com/,4.3,240,452,69982,55373810,5823,572,6332,0,12,1,1
3622,http://cuifan1.haodf.com/,4.4,176,864,288560,7323495,5638,2,14737,1,12,1,1
3623,http://zhangzhen6503.haodf.com/,4.4,175,571,148235,5294252,2949,10,10307,3,12,1,1
3624,http://tangling1972.haodf.com/,4.8,53,157,47245,1333870,801,3,3785,0,12,1,1
3625,http://stoneyoung.haodf.com/,3.8,86,944,325410,10101792,7394,6,17318,0,12,1,1
3626,http://ningxudr.haodf.com/,3.9,53,206,107000,3118252,4626,190,9471,0,12,1,1
3627,http://gaohong0535.haodf.com/,3.7,5,17,24980,224512,397,0,806,0,12,1,1
3628,http://gbdf.haodf.com/,3.9,28,127,87165,2966314,4695,274,8785,2,12,1,1
3629,http://liqiang0059.haodf.com/,3.6,5,47,87640,1376664,2147,14,5246,0,12,1,1
3630,http://zhaozhanhua.haodf.com/,3.7,11,100,65865,1322271,1986,0,5736,0,12,1,1
3631,http://swxjl.haodf.com/,3.5,11,86,76140,1929966,2016,42,6169,0,12,1,1
3632,http://xdj1130.haodf.com/,3.5,7,52,59215,1049722,2707,76,5337,0,12,1,1
3633,http://txzyh667688.haodf.com/,3.2,2,9,24465,491224,621,0,1925,0,12,1,1
3634,http://tang999.haodf.com/,4.9,237,2572,1362189,123732218,34472,140,48975,4,12,1,1
3635,http://glchenhai.haodf.com/,5,194,1083,251160,4802406,3469,15,15888,3,12,1,1
3636,http://zhaohongledr.haodf.com/,4.6,71,300,71180,1194110,861,31,3300,1,12,1,1
3637,http://oliveryang1001.haodf.com/,4.5,60,270,56945,431530,653,18,3063,0,12,1,1
3638,http://serein.haodf.com/,5,280,724,186125,18241730,5022,35,16740,2,12,1,1
